"DATETIME","LOAD","MONTH","WEEKDAY","HOUR","TEMPERATURE"
2017-01-01 00:00:00,6264.13,1,7,1,4.3
2017-01-01 01:00:00,5845.97,1,7,2,4.54
2017-01-01 02:00:00,5706.69,1,7,3,4.79
2017-01-01 03:00:00,5393.29,1,7,4,4.35
2017-01-01 04:00:00,5125.73,1,7,5,4.17
2017-01-01 05:00:00,5014.02,1,7,6,4.79
2017-01-01 06:00:00,5077.56,1,7,7,4.35
2017-01-01 07:00:00,5132.43,1,7,8,4.63
2017-01-01 08:00:00,5378.4,1,7,9,6.24
2017-01-01 09:00:00,5997.73,1,7,10,7.2
2017-01-01 10:00:00,6705.81,1,7,11,7.7
2017-01-01 11:00:00,7270.77,1,7,12,7.79
2017-01-01 12:00:00,7387.62,1,7,13,8.32
2017-01-01 13:00:00,7086.24,1,7,14,8.55
2017-01-01 14:00:00,6532.44,1,7,15,8.24
2017-01-01 15:00:00,6409.67,1,7,16,7.22
2017-01-01 16:00:00,6473.86,1,7,17,6.45
2017-01-01 17:00:00,6559.83,1,7,18,4.15
2017-01-01 18:00:00,7070.52,1,7,19,3.41
2017-01-01 19:00:00,7160.23,1,7,20,3.81
2017-01-01 20:00:00,7077.52,1,7,21,2.24
2017-01-01 21:00:00,6860.17,1,7,22,0.93
2017-01-01 22:00:00,6451.14,1,7,23,0.57
2017-01-01 23:00:00,6195.91,1,7,24,-0.38
2017-01-02 00:00:00,5569.7,1,1,1,2.78
2017-01-02 01:00:00,5107.33,1,1,2,1.28
2017-01-02 02:00:00,5120.71,1,1,3,-0.57
2017-01-02 03:00:00,4940.47,1,1,4,1.13
2017-01-02 04:00:00,4805.16,1,1,5,0.09
2017-01-02 05:00:00,4862.52,1,1,6,-0.21
2017-01-02 06:00:00,5185.07,1,1,7,0.09
2017-01-02 07:00:00,5603.53,1,1,8,2.07
2017-01-02 08:00:00,6054.11,1,1,9,6.62
2017-01-02 09:00:00,6526.57,1,1,10,9.07
2017-01-02 10:00:00,6815.3,1,1,11,9.56
2017-01-02 11:00:00,6974.54,1,1,12,11.34
2017-01-02 12:00:00,7074.01,1,1,13,12.57
2017-01-02 13:00:00,7050.2,1,1,14,12.64
2017-01-02 14:00:00,6806.5,1,1,15,12.24
2017-01-02 15:00:00,6876.45,1,1,16,10.94
2017-01-02 16:00:00,6911.44,1,1,17,9.95
2017-01-02 17:00:00,7119.67,1,1,18,7.24
2017-01-02 18:00:00,7612.32,1,1,19,7.36
2017-01-02 19:00:00,7745.66,1,1,20,7.33
2017-01-02 20:00:00,7670.98,1,1,21,6.6
2017-01-02 21:00:00,7420.07,1,1,22,7.24
2017-01-02 22:00:00,6937.41,1,1,23,7.84
2017-01-02 23:00:00,6513.93,1,1,24,4.62
2017-01-03 00:00:00,5746.12,1,2,1,7.34
2017-01-03 01:00:00,5258.55,1,2,2,7
2017-01-03 02:00:00,5201.16,1,2,3,1.62
2017-01-03 03:00:00,5047.68,1,2,4,5.17
2017-01-03 04:00:00,4934.48,1,2,5,5.78
2017-01-03 05:00:00,4989.24,1,2,6,3.7
2017-01-03 06:00:00,5321.52,1,2,7,6.35
2017-01-03 07:00:00,6039.04,1,2,8,6.08
2017-01-03 08:00:00,6568.1,1,2,9,10.34
2017-01-03 09:00:00,7102.52,1,2,10,12.25
2017-01-03 10:00:00,7397.4,1,2,11,12.13
2017-01-03 11:00:00,7482.01,1,2,12,14.79
2017-01-03 12:00:00,7476.37,1,2,13,14.31
2017-01-03 13:00:00,7367.32,1,2,14,14.6
2017-01-03 14:00:00,7130.79,1,2,15,14.07
2017-01-03 15:00:00,7222.75,1,2,16,13.19
2017-01-03 16:00:00,7256.1,1,2,17,12.23
2017-01-03 17:00:00,7503.63,1,2,18,8.7
2017-01-03 18:00:00,7995.09,1,2,19,8.27
2017-01-03 19:00:00,8045.43,1,2,20,7.8
2017-01-03 20:00:00,7875.12,1,2,21,6.24
2017-01-03 21:00:00,7460.76,1,2,22,7.16
2017-01-03 22:00:00,6859.86,1,2,23,6.92
2017-01-03 23:00:00,6368.85,1,2,24,4.79
2017-01-04 00:00:00,5552.31,1,3,1,5.89
2017-01-04 01:00:00,5040.38,1,3,2,5.83
2017-01-04 02:00:00,4983.19,1,3,3,4.24
2017-01-04 03:00:00,4853.94,1,3,4,5.69
2017-01-04 04:00:00,4768.02,1,3,5,5.42
2017-01-04 05:00:00,4818.61,1,3,6,4.7
2017-01-04 06:00:00,5183.73,1,3,7,5.61
2017-01-04 07:00:00,5777.35,1,3,8,6.74
2017-01-04 08:00:00,6374.14,1,3,9,10.34
2017-01-04 09:00:00,6831.27,1,3,10,12.71
2017-01-04 10:00:00,6974.99,1,3,11,13.44
2017-01-04 11:00:00,6971.75,1,3,12,14.79
2017-01-04 12:00:00,6977.47,1,3,13,15.19
2017-01-04 13:00:00,6932.75,1,3,14,15
2017-01-04 14:00:00,6743.42,1,3,15,14.79
2017-01-04 15:00:00,6918.77,1,3,16,13.76
2017-01-04 16:00:00,6965.42,1,3,17,13.25
2017-01-04 17:00:00,7228.84,1,3,18,11.24
2017-01-04 18:00:00,7754.09,1,3,19,11.44
2017-01-04 19:00:00,7788.67,1,3,20,10.69
2017-01-04 20:00:00,7693.43,1,3,21,9.15
2017-01-04 21:00:00,7211.86,1,3,22,9.88
2017-01-04 22:00:00,6548.57,1,3,23,9.54
2017-01-04 23:00:00,6029.3,1,3,24,6.62
2017-01-05 00:00:00,5745.78,1,4,1,9.67
2017-01-05 01:00:00,5263.05,1,4,2,9.64
2017-01-05 02:00:00,5182.21,1,4,3,8.05
2017-01-05 03:00:00,5122.58,1,4,4,7.78
2017-01-05 04:00:00,4974.37,1,4,5,7.2
2017-01-05 05:00:00,5021.4,1,4,6,6.15
2017-01-05 06:00:00,5293.63,1,4,7,8.48
2017-01-05 07:00:00,5958.16,1,4,8,8.68
2017-01-05 08:00:00,6695.85,1,4,9,11.62
2017-01-05 09:00:00,7282.35,1,4,10,14.18
2017-01-05 10:00:00,7469.25,1,4,11,15.32
2017-01-05 11:00:00,7426.13,1,4,12,16.34
2017-01-05 12:00:00,7338.83,1,4,13,16.64
2017-01-05 13:00:00,7183.71,1,4,14,16.34
2017-01-05 14:00:00,6875.39,1,4,15,15.24
2017-01-05 15:00:00,7079.13,1,4,16,14.56
2017-01-05 16:00:00,7162.3,1,4,17,14.3
2017-01-05 17:00:00,7510.91,1,4,18,14.24
2017-01-05 18:00:00,8098.58,1,4,19,14.27
2017-01-05 19:00:00,8134.19,1,4,20,14.11
2017-01-05 20:00:00,7888.53,1,4,21,13.24
2017-01-05 21:00:00,7452.39,1,4,22,13.77
2017-01-05 22:00:00,6839.89,1,4,23,13.79
2017-01-05 23:00:00,6364.67,1,4,24,13.79
2017-01-06 00:00:00,5395.7,1,5,1,12.97
2017-01-06 01:00:00,5024.51,1,5,2,13
2017-01-06 02:00:00,4929.49,1,5,3,11.24
2017-01-06 03:00:00,4687.98,1,5,4,11.31
2017-01-06 04:00:00,4524.99,1,5,5,11.25
2017-01-06 05:00:00,4546.29,1,5,6,10.7
2017-01-06 06:00:00,4498.1,1,5,7,10.01
2017-01-06 07:00:00,4706.53,1,5,8,9.71
2017-01-06 08:00:00,5089.26,1,5,9,10.79
2017-01-06 09:00:00,5532.51,1,5,10,11.2
2017-01-06 10:00:00,5914.93,1,5,11,11.62
2017-01-06 11:00:00,6282.3,1,5,12,11.79
2017-01-06 12:00:00,6592.79,1,5,13,12.73
2017-01-06 13:00:00,6485.51,1,5,14,12.6
2017-01-06 14:00:00,6060.52,1,5,15,9.34
2017-01-06 15:00:00,6086.9,1,5,16,8.15
2017-01-06 16:00:00,6180.74,1,5,17,7.83
2017-01-06 17:00:00,6526.91,1,5,18,6.79
2017-01-06 18:00:00,7023.95,1,5,19,6.08
2017-01-06 19:00:00,7070.87,1,5,20,6.08
2017-01-06 20:00:00,7057.81,1,5,21,5.79
2017-01-06 21:00:00,6797.82,1,5,22,4.57
2017-01-06 22:00:00,6403.82,1,5,23,3.62
2017-01-06 23:00:00,6094.89,1,5,24,2.24
2017-01-07 00:00:00,5547.22,1,6,1,2.66
2017-01-07 01:00:00,5088.4,1,6,2,2.32
2017-01-07 02:00:00,5093.09,1,6,3,1.7
2017-01-07 03:00:00,4869.19,1,6,4,1.38
2017-01-07 04:00:00,4776.48,1,6,5,1.11
2017-01-07 05:00:00,4877.03,1,6,6,-0.38
2017-01-07 06:00:00,5118.39,1,6,7,1.42
2017-01-07 07:00:00,5640.72,1,6,8,1.22
2017-01-07 08:00:00,6235.7,1,6,9,0.7
2017-01-07 09:00:00,6980.17,1,6,10,1.8
2017-01-07 10:00:00,7341.57,1,6,11,2.1
2017-01-07 11:00:00,7556.55,1,6,12,0.62
2017-01-07 12:00:00,7749.54,1,6,13,2.01
2017-01-07 13:00:00,7761.57,1,6,14,2
2017-01-07 14:00:00,7500.58,1,6,15,1.15
2017-01-07 15:00:00,7444.69,1,6,16,1.09
2017-01-07 16:00:00,7474.07,1,6,17,1.41
2017-01-07 17:00:00,7571.81,1,6,18,0.24
2017-01-07 18:00:00,8123.71,1,6,19,0.37
2017-01-07 19:00:00,8122.64,1,6,20,0.32
2017-01-07 20:00:00,7904.52,1,6,21,-0.3
2017-01-07 21:00:00,7543.12,1,6,22,-0.06
2017-01-07 22:00:00,6957.56,1,6,23,-0.34
2017-01-07 23:00:00,6576.05,1,6,24,-1.38
2017-01-08 00:00:00,5985.29,1,7,1,-0.7
2017-01-08 01:00:00,5408.34,1,7,2,-0.61
2017-01-08 02:00:00,5391.38,1,7,3,-1.3
2017-01-08 03:00:00,5251.25,1,7,4,-0.97
2017-01-08 04:00:00,5085.88,1,7,5,-1.17
2017-01-08 05:00:00,5068.43,1,7,6,-1.3
2017-01-08 06:00:00,5216.66,1,7,7,-1.47
2017-01-08 07:00:00,5339.31,1,7,8,-0.97
2017-01-08 08:00:00,5815.13,1,7,9,-0.3
2017-01-08 09:00:00,6365.35,1,7,10,0.74
2017-01-08 10:00:00,6941.92,1,7,11,0.79
2017-01-08 11:00:00,7317.56,1,7,12,1.7
2017-01-08 12:00:00,7500.95,1,7,13,1.78
2017-01-08 13:00:00,7378.89,1,7,14,1.54
2017-01-08 14:00:00,7210.96,1,7,15,1.24
2017-01-08 15:00:00,7236.89,1,7,16,0.86
2017-01-08 16:00:00,7333.21,1,7,17,0.02
2017-01-08 17:00:00,7377.97,1,7,18,-0.76
2017-01-08 18:00:00,7917.25,1,7,19,-0.9
2017-01-08 19:00:00,7993.92,1,7,20,-1.06
2017-01-08 20:00:00,7925.29,1,7,21,-1.21
2017-01-08 21:00:00,7581.26,1,7,22,-1.42
2017-01-08 22:00:00,6995.26,1,7,23,-1.69
2017-01-08 23:00:00,6758.92,1,7,24,-1.38
2017-01-09 00:00:00,5858.15,1,1,1,-1.28
2017-01-09 01:00:00,5345.46,1,1,2,-1.3
2017-01-09 02:00:00,5253.5,1,1,3,-3.11
2017-01-09 03:00:00,5170.59,1,1,4,-2.88
2017-01-09 04:00:00,4945.83,1,1,5,-2.91
2017-01-09 05:00:00,5039.93,1,1,6,-2.66
2017-01-09 06:00:00,5454.54,1,1,7,-2.53
2017-01-09 07:00:00,6244.93,1,1,8,-1.42
2017-01-09 08:00:00,6951.41,1,1,9,-0.3
2017-01-09 09:00:00,7608.46,1,1,10,0.88
2017-01-09 10:00:00,7962.56,1,1,11,1.73
2017-01-09 11:00:00,8159.57,1,1,12,1.24
2017-01-09 12:00:00,8225.3,1,1,13,2.71
2017-01-09 13:00:00,8300.48,1,1,14,2.71
2017-01-09 14:00:00,8102.22,1,1,15,1.7
2017-01-09 15:00:00,8244.43,1,1,16,1.35
2017-01-09 16:00:00,8317.04,1,1,17,0.88
2017-01-09 17:00:00,8461.01,1,1,18,0.24
2017-01-09 18:00:00,8846.66,1,1,19,0.5
2017-01-09 19:00:00,8898.7,1,1,20,-0.2
2017-01-09 20:00:00,8669,1,1,21,-1.21
2017-01-09 21:00:00,8310.04,1,1,22,-1.3
2017-01-09 22:00:00,7753.94,1,1,23,-1.03
2017-01-09 23:00:00,7220.55,1,1,24,-1.3
2017-01-10 00:00:00,6560.82,1,2,1,-0.97
2017-01-10 01:00:00,6007.43,1,2,2,-0.73
2017-01-10 02:00:00,5880.76,1,2,3,-1.38
2017-01-10 03:00:00,5554.4,1,2,4,-0.66
2017-01-10 04:00:00,5546.62,1,2,5,-0.41
2017-01-10 05:00:00,5653.71,1,2,6,-0.3
2017-01-10 06:00:00,6107.9,1,2,7,0.29
2017-01-10 07:00:00,7015.34,1,2,8,0.23
2017-01-10 08:00:00,7637.37,1,2,9,0.62
2017-01-10 09:00:00,8291.05,1,2,10,1.87
2017-01-10 10:00:00,8760.56,1,2,11,1.66
2017-01-10 11:00:00,8933.66,1,2,12,4.24
2017-01-10 12:00:00,9059.26,1,2,13,3.94
2017-01-10 13:00:00,9066.93,1,2,14,3.77
2017-01-10 14:00:00,8780.5,1,2,15,4.34
2017-01-10 15:00:00,8826.41,1,2,16,4.4
2017-01-10 16:00:00,8758.99,1,2,17,3.93
2017-01-10 17:00:00,8806.72,1,2,18,3.79
2017-01-10 18:00:00,9150.55,1,2,19,4.59
2017-01-10 19:00:00,9198.85,1,2,20,4.49
2017-01-10 20:00:00,9033.89,1,2,21,3.15
2017-01-10 21:00:00,8521.44,1,2,22,3.54
2017-01-10 22:00:00,7739.51,1,2,23,3.52
2017-01-10 23:00:00,7240.09,1,2,24,-0.38
2017-01-11 00:00:00,6550.76,1,3,1,1.68
2017-01-11 01:00:00,6021.92,1,3,2,1.57
2017-01-11 02:00:00,5906.72,1,3,3,-0.21
2017-01-11 03:00:00,5686.43,1,3,4,2.46
2017-01-11 04:00:00,5555.02,1,3,5,2.47
2017-01-11 05:00:00,5592.35,1,3,6,0.79
2017-01-11 06:00:00,5948.22,1,3,7,5.26
2017-01-11 07:00:00,6669.21,1,3,8,4.65
2017-01-11 08:00:00,7247.98,1,3,9,6.89
2017-01-11 09:00:00,7732.84,1,3,10,10.4
2017-01-11 10:00:00,7942.38,1,3,11,10.48
2017-01-11 11:00:00,7998.28,1,3,12,9.62
2017-01-11 12:00:00,8018.15,1,3,13,10.3
2017-01-11 13:00:00,7888.7,1,3,14,10.32
2017-01-11 14:00:00,7597.62,1,3,15,10.24
2017-01-11 15:00:00,7821.05,1,3,16,10.19
2017-01-11 16:00:00,7915.68,1,3,17,10.18
2017-01-11 17:00:00,8075.21,1,3,18,9.6
2017-01-11 18:00:00,8551.71,1,3,19,11.02
2017-01-11 19:00:00,8584.9,1,3,20,11.08
2017-01-11 20:00:00,8400.56,1,3,21,9.7
2017-01-11 21:00:00,7966.73,1,3,22,11.19
2017-01-11 22:00:00,7363.76,1,3,23,11.27
2017-01-11 23:00:00,6946.61,1,3,24,9.62
2017-01-12 00:00:00,6413.83,1,4,1,11.34
2017-01-12 01:00:00,5883.28,1,4,2,11.33
2017-01-12 02:00:00,5768.5,1,4,3,8.7
2017-01-12 03:00:00,5595.47,1,4,4,8.23
2017-01-12 04:00:00,5466,1,4,5,7.96
2017-01-12 05:00:00,5510.59,1,4,6,7.24
2017-01-12 06:00:00,5917.92,1,4,7,6.86
2017-01-12 07:00:00,6756.47,1,4,8,7.41
2017-01-12 08:00:00,7451.4,1,4,9,9.79
2017-01-12 09:00:00,7995.29,1,4,10,10.71
2017-01-12 10:00:00,8190.47,1,4,11,9.87
2017-01-12 11:00:00,8248.11,1,4,12,11.62
2017-01-12 12:00:00,8295.81,1,4,13,12.6
2017-01-12 13:00:00,8211.23,1,4,14,12.63
2017-01-12 14:00:00,7897.78,1,4,15,12.34
2017-01-12 15:00:00,8058.72,1,4,16,11.1
2017-01-12 16:00:00,8098.6,1,4,17,9.63
2017-01-12 17:00:00,8169.1,1,4,18,7.79
2017-01-12 18:00:00,8623.36,1,4,19,6.41
2017-01-12 19:00:00,8663.5,1,4,20,5.44
2017-01-12 20:00:00,8509.01,1,4,21,4.79
2017-01-12 21:00:00,8019.79,1,4,22,4.02
2017-01-12 22:00:00,7425.35,1,4,23,3.22
2017-01-12 23:00:00,6974.46,1,4,24,2.62
2017-01-13 00:00:00,5903.15,1,5,1,1.93
2017-01-13 01:00:00,5385.03,1,5,2,3.79
2017-01-13 02:00:00,5320.78,1,5,3,0.62
2017-01-13 03:00:00,5150.57,1,5,4,0.38
2017-01-13 04:00:00,5059.65,1,5,5,0.34
2017-01-13 05:00:00,5161.06,1,5,6,0.62
2017-01-13 06:00:00,5621.08,1,5,7,1.96
2017-01-13 07:00:00,6516.28,1,5,8,2.52
2017-01-13 08:00:00,7117.49,1,5,9,7.34
2017-01-13 09:00:00,7550.78,1,5,10,10.23
2017-01-13 10:00:00,7646.2,1,5,11,11.42
2017-01-13 11:00:00,7671.49,1,5,12,12.79
2017-01-13 12:00:00,7682.18,1,5,13,12.74
2017-01-13 13:00:00,7641.84,1,5,14,13.47
2017-01-13 14:00:00,7408.91,1,5,15,12.79
2017-01-13 15:00:00,7545.95,1,5,16,11.73
2017-01-13 16:00:00,7633.24,1,5,17,10.67
2017-01-13 17:00:00,7822.5,1,5,18,7.24
2017-01-13 18:00:00,8305.64,1,5,19,6.46
2017-01-13 19:00:00,8339.6,1,5,20,5.87
2017-01-13 20:00:00,8200.85,1,5,21,5.24
2017-01-13 21:00:00,7638.93,1,5,22,6.66
2017-01-13 22:00:00,6985.68,1,5,23,6.66
2017-01-13 23:00:00,6493.34,1,5,24,6.6
2017-01-14 00:00:00,6035,1,6,1,7.47
2017-01-14 01:00:00,5482.14,1,6,2,6.63
2017-01-14 02:00:00,5419.26,1,6,3,5.51
2017-01-14 03:00:00,5203.81,1,6,4,7.79
2017-01-14 04:00:00,5024.58,1,6,5,10.28
2017-01-14 05:00:00,5017.27,1,6,6,6.51
2017-01-14 06:00:00,5202.82,1,6,7,8.58
2017-01-14 07:00:00,5585.91,1,6,8,11.48
2017-01-14 08:00:00,6079.11,1,6,9,11.62
2017-01-14 09:00:00,6672.95,1,6,10,14.46
2017-01-14 10:00:00,7012.25,1,6,11,14.77
2017-01-14 11:00:00,7179.64,1,6,12,16.62
2017-01-14 12:00:00,7229.56,1,6,13,16.26
2017-01-14 13:00:00,7150.04,1,6,14,15.27
2017-01-14 14:00:00,6802.44,1,6,15,13.7
2017-01-14 15:00:00,6824.05,1,6,16,13.2
2017-01-14 16:00:00,6917.95,1,6,17,12.73
2017-01-14 17:00:00,7154.3,1,6,18,10.62
2017-01-14 18:00:00,7698.51,1,6,19,9.27
2017-01-14 19:00:00,7759.58,1,6,20,9.6
2017-01-14 20:00:00,7600.7,1,6,21,9.34
2017-01-14 21:00:00,7136.43,1,6,22,9.01
2017-01-14 22:00:00,6662.15,1,6,23,9.01
2017-01-14 23:00:00,6288.14,1,6,24,5.62
2017-01-15 00:00:00,5875.48,1,7,1,6.58
2017-01-15 01:00:00,5353.89,1,7,2,6.75
2017-01-15 02:00:00,5309.08,1,7,3,7.79
2017-01-15 03:00:00,4990.44,1,7,4,8.27
2017-01-15 04:00:00,4796.63,1,7,5,8.85
2017-01-15 05:00:00,4756.52,1,7,6,8.79
2017-01-15 06:00:00,4886.27,1,7,7,9.06
2017-01-15 07:00:00,5238.89,1,7,8,8.84
2017-01-15 08:00:00,5571.58,1,7,9,9.79
2017-01-15 09:00:00,6087.28,1,7,10,11.77
2017-01-15 10:00:00,6551.71,1,7,11,12.41
2017-01-15 11:00:00,6889.4,1,7,12,13.79
2017-01-15 12:00:00,7019.87,1,7,13,13.3
2017-01-15 13:00:00,6865.7,1,7,14,13.12
2017-01-15 14:00:00,6396.65,1,7,15,12.34
2017-01-15 15:00:00,6464.77,1,7,16,11.1
2017-01-15 16:00:00,6577.28,1,7,17,10.6
2017-01-15 17:00:00,6706.74,1,7,18,10.34
2017-01-15 18:00:00,7408.44,1,7,19,9.65
2017-01-15 19:00:00,7596.1,1,7,20,9.93
2017-01-15 20:00:00,7562.4,1,7,21,8.34
2017-01-15 21:00:00,7221.52,1,7,22,7.59
2017-01-15 22:00:00,6698.33,1,7,23,7
2017-01-15 23:00:00,6322.62,1,7,24,6.79
2017-01-16 00:00:00,5573.02,1,1,1,7.11
2017-01-16 01:00:00,5097.29,1,1,2,7.39
2017-01-16 02:00:00,5069.92,1,1,3,7.24
2017-01-16 03:00:00,4886.01,1,1,4,7.7
2017-01-16 04:00:00,4764.94,1,1,5,7.56
2017-01-16 05:00:00,4870.52,1,1,6,7.24
2017-01-16 06:00:00,5361.53,1,1,7,6.82
2017-01-16 07:00:00,6231.18,1,1,8,7.05
2017-01-16 08:00:00,6815.88,1,1,9,9.34
2017-01-16 09:00:00,7457.6,1,1,10,10.24
2017-01-16 10:00:00,7715.94,1,1,11,10.77
2017-01-16 11:00:00,7847.69,1,1,12,11.79
2017-01-16 12:00:00,7979.98,1,1,13,12.15
2017-01-16 13:00:00,7919.78,1,1,14,11.87
2017-01-16 14:00:00,7641.79,1,1,15,11.34
2017-01-16 15:00:00,7790.44,1,1,16,11.08
2017-01-16 16:00:00,7761.21,1,1,17,10.6
2017-01-16 17:00:00,7740.69,1,1,18,10.34
2017-01-16 18:00:00,8188.98,1,1,19,10.21
2017-01-16 19:00:00,8347.56,1,1,20,10.16
2017-01-16 20:00:00,8221.74,1,1,21,9.34
2017-01-16 21:00:00,7750.24,1,1,22,9.29
2017-01-16 22:00:00,7094.35,1,1,23,8.8
2017-01-16 23:00:00,6586.69,1,1,24,6.62
2017-01-17 00:00:00,6018.11,1,2,1,7.39
2017-01-17 01:00:00,5556.82,1,2,2,7.39
2017-01-17 02:00:00,5479.86,1,2,3,6.24
2017-01-17 03:00:00,5313.98,1,2,4,5.05
2017-01-17 04:00:00,5213.33,1,2,5,5.83
2017-01-17 05:00:00,5283.62,1,2,6,5.34
2017-01-17 06:00:00,5669.76,1,2,7,5.08
2017-01-17 07:00:00,6526.6,1,2,8,6.68
2017-01-17 08:00:00,7131.98,1,2,9,11.53
2017-01-17 09:00:00,7582.33,1,2,10,13.12
2017-01-17 10:00:00,7653.67,1,2,11,12.9
2017-01-17 11:00:00,7645.48,1,2,12,12.89
2017-01-17 12:00:00,7679.02,1,2,13,13.6
2017-01-17 13:00:00,7615.41,1,2,14,13.48
2017-01-17 14:00:00,7310.3,1,2,15,12.34
2017-01-17 15:00:00,7529.55,1,2,16,11.7
2017-01-17 16:00:00,7672.04,1,2,17,11.7
2017-01-17 17:00:00,7837.28,1,2,18,10.24
2017-01-17 18:00:00,8255.48,1,2,19,9.75
2017-01-17 19:00:00,8284.96,1,2,20,9.85
2017-01-17 20:00:00,8120.84,1,2,21,7.79
2017-01-17 21:00:00,7702.78,1,2,22,6.56
2017-01-17 22:00:00,7058.74,1,2,23,6.75
2017-01-17 23:00:00,6500.31,1,2,24,6.24
2017-01-18 00:00:00,5761.36,1,3,1,6.06
2017-01-18 01:00:00,5250.23,1,3,2,5.81
2017-01-18 02:00:00,5216.73,1,3,3,4.79
2017-01-18 03:00:00,5062.72,1,3,4,5.28
2017-01-18 04:00:00,4989.94,1,3,5,4.34
2017-01-18 05:00:00,5068.05,1,3,6,4.79
2017-01-18 06:00:00,5569.18,1,3,7,6.44
2017-01-18 07:00:00,6482.06,1,3,8,7.68
2017-01-18 08:00:00,7066.97,1,3,9,8.79
2017-01-18 09:00:00,7584.94,1,3,10,8.96
2017-01-18 10:00:00,7818.68,1,3,11,11.61
2017-01-18 11:00:00,7901.81,1,3,12,12.44
2017-01-18 12:00:00,8002.07,1,3,13,13.87
2017-01-18 13:00:00,7920.34,1,3,14,13.93
2017-01-18 14:00:00,7602.96,1,3,15,12.79
2017-01-18 15:00:00,7804.75,1,3,16,11.36
2017-01-18 16:00:00,7817.92,1,3,17,11.14
2017-01-18 17:00:00,7840.98,1,3,18,10.79
2017-01-18 18:00:00,8145.63,1,3,19,10.45
2017-01-18 19:00:00,8178.5,1,3,20,10.88
2017-01-18 20:00:00,8059.52,1,3,21,11.24
2017-01-18 21:00:00,7658.79,1,3,22,10.94
2017-01-18 22:00:00,6955.79,1,3,23,10.14
2017-01-18 23:00:00,6445,1,3,24,9.62
2017-01-19 00:00:00,5811.01,1,4,1,9.81
2017-01-19 01:00:00,5287.86,1,4,2,10.04
2017-01-19 02:00:00,5236.39,1,4,3,9.24
2017-01-19 03:00:00,5063.73,1,4,4,8.85
2017-01-19 04:00:00,4969.56,1,4,5,8.85
2017-01-19 05:00:00,5087.17,1,4,6,8.57
2017-01-19 06:00:00,5567.24,1,4,7,8.84
2017-01-19 07:00:00,6473.44,1,4,8,8.87
2017-01-19 08:00:00,7032.38,1,4,9,10.79
2017-01-19 09:00:00,7600.09,1,4,10,12.71
2017-01-19 10:00:00,7907.98,1,4,11,12.84
2017-01-19 11:00:00,8062.42,1,4,12,13.24
2017-01-19 12:00:00,8150.46,1,4,13,12.77
2017-01-19 13:00:00,8109.03,1,4,14,12.3
2017-01-19 14:00:00,7791.71,1,4,15,11.79
2017-01-19 15:00:00,7906.98,1,4,16,10.68
2017-01-19 16:00:00,7781.11,1,4,17,10.18
2017-01-19 17:00:00,7809.38,1,4,18,8.7
2017-01-19 18:00:00,8251.92,1,4,19,8.71
2017-01-19 19:00:00,8310.53,1,4,20,8.07
2017-01-19 20:00:00,8163.06,1,4,21,7.79
2017-01-19 21:00:00,7629.23,1,4,22,7.74
2017-01-19 22:00:00,6980.03,1,4,23,7.74
2017-01-19 23:00:00,6499.09,1,4,24,7.62
2017-01-20 00:00:00,5780.84,1,5,1,7.75
2017-01-20 01:00:00,5265.65,1,5,2,7.55
2017-01-20 02:00:00,5237.36,1,5,3,7.34
2017-01-20 03:00:00,5078.7,1,5,4,7.08
2017-01-20 04:00:00,4967.09,1,5,5,7.13
2017-01-20 05:00:00,5055.03,1,5,6,6.79
2017-01-20 06:00:00,5532.33,1,5,7,7.04
2017-01-20 07:00:00,6417.45,1,5,8,7.09
2017-01-20 08:00:00,6984.92,1,5,9,8.62
2017-01-20 09:00:00,7467.78,1,5,10,8.46
2017-01-20 10:00:00,7646.54,1,5,11,9.26
2017-01-20 11:00:00,7717.49,1,5,12,9.62
2017-01-20 12:00:00,7743.28,1,5,13,9.4
2017-01-20 13:00:00,7702.34,1,5,14,9.46
2017-01-20 14:00:00,7513.13,1,5,15,9.62
2017-01-20 15:00:00,7701.31,1,5,16,8.26
2017-01-20 16:00:00,7655.33,1,5,17,7.28
2017-01-20 17:00:00,7714.11,1,5,18,7.62
2017-01-20 18:00:00,8208.45,1,5,19,7.01
2017-01-20 19:00:00,8261.29,1,5,20,6.79
2017-01-20 20:00:00,8065.15,1,5,21,6.79
2017-01-20 21:00:00,7556.39,1,5,22,6.82
2017-01-20 22:00:00,6893.6,1,5,23,6.78
2017-01-20 23:00:00,6418.45,1,5,24,6.62
2017-01-21 00:00:00,5841.17,1,6,1,6.43
2017-01-21 01:00:00,5303.76,1,6,2,6.11
2017-01-21 02:00:00,5259.35,1,6,3,6.34
2017-01-21 03:00:00,5024.31,1,6,4,6.14
2017-01-21 04:00:00,4882.08,1,6,5,6.07
2017-01-21 05:00:00,4881.26,1,6,6,6.34
2017-01-21 06:00:00,5092.96,1,6,7,6.35
2017-01-21 07:00:00,5502.75,1,6,8,6.67
2017-01-21 08:00:00,6095.8,1,6,9,7.89
2017-01-21 09:00:00,6682.66,1,6,10,8.65
2017-01-21 10:00:00,6989.46,1,6,11,9.17
2017-01-21 11:00:00,7102.93,1,6,12,9.89
2017-01-21 12:00:00,7154.36,1,6,13,10.43
2017-01-21 13:00:00,7096.95,1,6,14,10.43
2017-01-21 14:00:00,6858.63,1,6,15,9.89
2017-01-21 15:00:00,6976.33,1,6,16,9
2017-01-21 16:00:00,7094.17,1,6,17,8.08
