DATE;TIME;LOAD
28/7/2017;13;7831.15
28/7/2017;14;7878.16
28/7/2017;15;7724.38
28/7/2017;16;7456.82
28/7/2017;17;7245.78
28/7/2017;18;7178.15
28/7/2017;19;7189.65
28/7/2017;20;7162.02
28/7/2017;21;7245.97
28/7/2017;22;7389.16
28/7/2017;23;7062.06
28/7/2017;24;6735.43
29/7/2017;1;5853.84
29/7/2017;2;5467.92
29/7/2017;3;5217.73
29/7/2017;4;5094.25
29/7/2017;5;5018.23
29/7/2017;6;4928.42
29/7/2017;7;4882.88
29/7/2017;8;5160.78
29/7/2017;9;5706.57
29/7/2017;10;6310
29/7/2017;11;6590.74
29/7/2017;12;6766.01
29/7/2017;13;6879.95
29/7/2017;14;6941.67
29/7/2017;15;6819.94
29/7/2017;16;6598.64
29/7/2017;17;6481.7
29/7/2017;18;6410.61
29/7/2017;19;6416.19
29/7/2017;20;6429.68
29/7/2017;21;6494.33
29/7/2017;22;6813.76
29/7/2017;23;6617.28
29/7/2017;24;6287.89
30/7/2017;1;5754.09
30/7/2017;2;5429.3
30/7/2017;3;5166.82
30/7/2017;4;4987
30/7/2017;5;4893.1
30/7/2017;6;4840.3
30/7/2017;7;4713.18
30/7/2017;8;4818.04
30/7/2017;9;5185.25
30/7/2017;10;5553.77
30/7/2017;11;5934.29
30/7/2017;12;6270.71
30/7/2017;13;6427.1
30/7/2017;14;6406.8
30/7/2017;15;6145.89
30/7/2017;16;5933.87
30/7/2017;17;5899.67
30/7/2017;18;5959.03
30/7/2017;19;5944.89
30/7/2017;20;5979
30/7/2017;21;6192.41
30/7/2017;22;6623.02
30/7/2017;23;6547.52
30/7/2017;24;6283.89
31/7/2017;1;5788.98
31/7/2017;2;5342.07
31/7/2017;3;5089.64
31/7/2017;4;4924.29
31/7/2017;5;4871.56
31/7/2017;6;4927.12
31/7/2017;7;5006.13
31/7/2017;8;5525.97
31/7/2017;9;6292.18
31/7/2017;10;6879.32
31/7/2017;11;7270.42
31/7/2017;12;7563.93
31/7/2017;13;7784.65
31/7/2017;14;7882.15
31/7/2017;15;7841.82
31/7/2017;16;7575.13
31/7/2017;17;7328.11
31/7/2017;18;7208.99
31/7/2017;19;7093.09
31/7/2017;20;6993.78
31/7/2017;21;6941.06
31/7/2017;22;7229.87
31/7/2017;23;6919.78
31/7/2017;24;6650.6
1/8/2017;1;6560.18
1/8/2017;2;6093.86
1/8/2017;3;5789.22
1/8/2017;4;5715.91
1/8/2017;5;5603.45
1/8/2017;6;5483.79
1/8/2017;7;5554.14
1/8/2017;8;6027.17
1/8/2017;9;6715.2
1/8/2017;10;7244.36
1/8/2017;11;7596.34
1/8/2017;12;7811.85
1/8/2017;13;7998.51
1/8/2017;14;8074.17
1/8/2017;15;7928.34
1/8/2017;16;7705.43
1/8/2017;17;7479.34
1/8/2017;18;7499.11
1/8/2017;19;7431.54
1/8/2017;20;7367.36
1/8/2017;21;7311.7
1/8/2017;22;7447.39
1/8/2017;23;7130.39
1/8/2017;24;6801.36
2/8/2017;1;6299.52
2/8/2017;2;5900.23
2/8/2017;3;5646.88
2/8/2017;4;5391.07
2/8/2017;5;5384.89
2/8/2017;6;5455.87
2/8/2017;7;5501.96
2/8/2017;8;5901.45
2/8/2017;9;6592.17
2/8/2017;10;7159.55
2/8/2017;11;7491.57
2/8/2017;12;7715.47
2/8/2017;13;7940.35
2/8/2017;14;8085.4
2/8/2017;15;7977.45
2/8/2017;16;7712.68
2/8/2017;17;7467.6
2/8/2017;18;7345.33
2/8/2017;19;7255.77
2/8/2017;20;7209.08
2/8/2017;21;7234.87
2/8/2017;22;7516.35
2/8/2017;23;7160.62
2/8/2017;24;6773.5
3/8/2017;1;6340.24
3/8/2017;2;5896.68
3/8/2017;3;5574.97
3/8/2017;4;5397.45
3/8/2017;5;5208.66
3/8/2017;6;5215.68
3/8/2017;7;5280.14
3/8/2017;8;5880.27
3/8/2017;9;6597.86
3/8/2017;10;7164.67
3/8/2017;11;7519.27
3/8/2017;12;7796.2
3/8/2017;13;7974.11
3/8/2017;14;8089.64
3/8/2017;15;7977.64
3/8/2017;16;7777.31
3/8/2017;17;7555.75
3/8/2017;18;7530.26
3/8/2017;19;7492.91
3/8/2017;20;7433.18
3/8/2017;21;7407.71
3/8/2017;22;7532.83
3/8/2017;23;7205.69
3/8/2017;24;6856.99
4/8/2017;1;6684.32
4/8/2017;2;6190.13
4/8/2017;3;5862.57
4/8/2017;4;5676.18
4/8/2017;5;5556.96
4/8/2017;6;5570.94
4/8/2017;7;5629.08
4/8/2017;8;6106.76
4/8/2017;9;6782.15
4/8/2017;10;7358.79
4/8/2017;11;7741.42
4/8/2017;12;8020.41
4/8/2017;13;8229.23
4/8/2017;14;8395.05
4/8/2017;15;8354.71
4/8/2017;16;8208.4
4/8/2017;17;8026.89
4/8/2017;18;7887.16
4/8/2017;19;7833.42
4/8/2017;20;7688.59
4/8/2017;21;7648.43
4/8/2017;22;7781.68
4/8/2017;23;7441.67
4/8/2017;24;7157.47
5/8/2017;1;6838.9
5/8/2017;2;6417.59
5/8/2017;3;6086.28
5/8/2017;4;5870.7
5/8/2017;5;5701.83
5/8/2017;6;5619.02
5/8/2017;7;5483.47
5/8/2017;8;5662.19
5/8/2017;9;6207.26
5/8/2017;10;6695.14
5/8/2017;11;7130.59
5/8/2017;12;7461.73
5/8/2017;13;7743.69
5/8/2017;14;7920.69
5/8/2017;15;7793.87
5/8/2017;16;7574.2
5/8/2017;17;7396.97
5/8/2017;18;7365.65
5/8/2017;19;7333.65
5/8/2017;20;7256.62
5/8/2017;21;7254.54
5/8/2017;22;7520.19
5/8/2017;23;7329.31
5/8/2017;24;6975.33
6/8/2017;1;6521.55
6/8/2017;2;6179.81
6/8/2017;3;5889.27
6/8/2017;4;5680.91
6/8/2017;5;5482.45
6/8/2017;6;5384.84
6/8/2017;7;5167.85
6/8/2017;8;5223.21
6/8/2017;9;5565.76
6/8/2017;10;5908.11
6/8/2017;11;6303.54
6/8/2017;12;6665.08
6/8/2017;13;6948.31
6/8/2017;14;7064.48
6/8/2017;15;7078.13
6/8/2017;16;7030.76
6/8/2017;17;6937.67
6/8/2017;18;6976.04
6/8/2017;19;6874.82
6/8/2017;20;6791.36
6/8/2017;21;6890.13
6/8/2017;22;7360.67
6/8/2017;23;7258.59
6/8/2017;24;6974.44
7/8/2017;1;6513.26
7/8/2017;2;6059.93
7/8/2017;3;5751.31
7/8/2017;4;5561.87
7/8/2017;5;5430.92
7/8/2017;6;5421.85
7/8/2017;7;5486.5
7/8/2017;8;6024.89
7/8/2017;9;6728.97
7/8/2017;10;7337.84
7/8/2017;11;7758.74
7/8/2017;12;8115.74
7/8/2017;13;8416.07
7/8/2017;14;8656.67
7/8/2017;15;8667.39
7/8/2017;16;8464.43
7/8/2017;17;8207.21
7/8/2017;18;8036.18
7/8/2017;19;7880.09
7/8/2017;20;7621
7/8/2017;21;7645.32
7/8/2017;22;7854.56
7/8/2017;23;7511.18
7/8/2017;24;7203.81
8/8/2017;1;7347.35
8/8/2017;2;6877.34
8/8/2017;3;6541.98
8/8/2017;4;6308.56
8/8/2017;5;6143.4
8/8/2017;6;6096.76
8/8/2017;7;6095.32
8/8/2017;8;6533.13
8/8/2017;9;7207.55
8/8/2017;10;7864.9
8/8/2017;11;8336.24
8/8/2017;12;8662.71
8/8/2017;13;8964.05
8/8/2017;14;9198.08
8/8/2017;15;9180.73
8/8/2017;16;8958.25
8/8/2017;17;8727.78
8/8/2017;18;8565.24
8/8/2017;19;8444.14
8/8/2017;20;8229.18
8/8/2017;21;8135.53
8/8/2017;22;8241.32
8/8/2017;23;7919.63
8/8/2017;24;7654.58
9/8/2017;1;7385.75
9/8/2017;2;6913.85
9/8/2017;3;6602.66
9/8/2017;4;6347.95
9/8/2017;5;6168.57
9/8/2017;6;6112.68
9/8/2017;7;6104.02
9/8/2017;8;6554.41
9/8/2017;9;7174.07
9/8/2017;10;7856.96
9/8/2017;11;8342.07
9/8/2017;12;8668.01
9/8/2017;13;8902.38
9/8/2017;14;9094.61
9/8/2017;15;9090.52
9/8/2017;16;8905.15
9/8/2017;17;8699.5
9/8/2017;18;8512.81
9/8/2017;19;8355.7
9/8/2017;20;8196.94
9/8/2017;21;8097.31
9/8/2017;22;8275.78
9/8/2017;23;7914.73
9/8/2017;24;7626.04
10/8/2017;1;7130.19
10/8/2017;2;6712.98
10/8/2017;3;6370.83
10/8/2017;4;6120.78
10/8/2017;5;5973.84
10/8/2017;6;5911.47
10/8/2017;7;5901.78
10/8/2017;8;6294.8
10/8/2017;9;7015.99
10/8/2017;10;7623.11
10/8/2017;11;8055.03
10/8/2017;12;8372.03
10/8/2017;13;8668.9
10/8/2017;14;8882.35
10/8/2017;15;8864.47
10/8/2017;16;8697.27
10/8/2017;17;8457.94
10/8/2017;18;8334.93
10/8/2017;19;8219.25
10/8/2017;20;8054.24
10/8/2017;21;7954.5
10/8/2017;22;8093.75
10/8/2017;23;7766.86
10/8/2017;24;7495.12
11/8/2017;1;7085.46
11/8/2017;2;6654.73
11/8/2017;3;6364.4
11/8/2017;4;6075.4
11/8/2017;5;5929.65
11/8/2017;6;5890.36
11/8/2017;7;5886.72
11/8/2017;8;6295.15
11/8/2017;9;6949.39
11/8/2017;10;7545.09
11/8/2017;11;7985.28
11/8/2017;12;8282.25
11/8/2017;13;8560.85
11/8/2017;14;8768.83
11/8/2017;15;8781.05
11/8/2017;16;8660.97
11/8/2017;17;8457.83
11/8/2017;18;8259.49
11/8/2017;19;8151.81
11/8/2017;20;7971.3
11/8/2017;21;7854.68
11/8/2017;22;8001.7
11/8/2017;23;7698.48
11/8/2017;24;7385.17
12/8/2017;1;7259.49
12/8/2017;2;6799.37
12/8/2017;3;6454.26
12/8/2017;4;6215.39
12/8/2017;5;6034.12
12/8/2017;6;5970.85
12/8/2017;7;5905.81
12/8/2017;8;6110.41
12/8/2017;9;6534.57
12/8/2017;10;7011.77
12/8/2017;11;7325.59
12/8/2017;12;7653.3
12/8/2017;13;7995.9
12/8/2017;14;8242.51
12/8/2017;15;8119.07
12/8/2017;16;7906.24
12/8/2017;17;7787.63
12/8/2017;18;7640.12
12/8/2017;19;7501.94
12/8/2017;20;7440.4
12/8/2017;21;7370.06
12/8/2017;22;7594.18
12/8/2017;23;7302.65
12/8/2017;24;7003.53
13/8/2017;1;6580.18
13/8/2017;2;6252.22
13/8/2017;3;5958.58
13/8/2017;4;5754.93
13/8/2017;5;5553.04
13/8/2017;6;5462.01
13/8/2017;7;5280.09
13/8/2017;8;5230.34
13/8/2017;9;5509.68
13/8/2017;10;5814.78
13/8/2017;11;6137.41
13/8/2017;12;6492.31
13/8/2017;13;6727.57
13/8/2017;14;6744.41
13/8/2017;15;6700.38
13/8/2017;16;6551.93
13/8/2017;17;6463.4
13/8/2017;18;6430.49
13/8/2017;19;6484.88
13/8/2017;20;6509.95
13/8/2017;21;6610.79
13/8/2017;22;6964.34
13/8/2017;23;6848.06
13/8/2017;24;6564.79
14/8/2017;1;6203.56
14/8/2017;2;5793.41
14/8/2017;3;5507.81
14/8/2017;4;5326.72
14/8/2017;5;5200.23
14/8/2017;6;5185.35
14/8/2017;7;5242.13
14/8/2017;8;5680.47
14/8/2017;9;6330.83
14/8/2017;10;6747.45
14/8/2017;11;7013.46
14/8/2017;12;7215.17
14/8/2017;13;7322.83
14/8/2017;14;7408.53
14/8/2017;15;7413.35
14/8/2017;16;7244.5
14/8/2017;17;7138.09
14/8/2017;18;7106.96
14/8/2017;19;6921.77
14/8/2017;20;6839.86
14/8/2017;21;6953.5
14/8/2017;22;7105.91
14/8/2017;23;6737.09
14/8/2017;24;6433.52
15/8/2017;1;5799.91
15/8/2017;2;5487.16
15/8/2017;3;5221.01
15/8/2017;4;5027.65
15/8/2017;5;4934.96
15/8/2017;6;4845.93
15/8/2017;7;4785.37
15/8/2017;8;4811.81
15/8/2017;9;5080.21
15/8/2017;10;5325.51
15/8/2017;11;5655.87
15/8/2017;12;6009.81
15/8/2017;13;6237.93
15/8/2017;14;6279.7
15/8/2017;15;6154.29
15/8/2017;16;6007.96
15/8/2017;17;5912.6
15/8/2017;18;5885.31
15/8/2017;19;5872.93
15/8/2017;20;5862.35
15/8/2017;21;5991.41
15/8/2017;22;6374.3
15/8/2017;23;6095.5
15/8/2017;24;5824.55
16/8/2017;1;5620.73
16/8/2017;2;5257.05
16/8/2017;3;5015.45
16/8/2017;4;4850.39
16/8/2017;5;4781.5
16/8/2017;6;4787.17
16/8/2017;7;4905.67
16/8/2017;8;5261.49
16/8/2017;9;5833.12
16/8/2017;10;6390.94
16/8/2017;11;6848.37
16/8/2017;12;7110.56
16/8/2017;13;7343.15
16/8/2017;14;7478.32
16/8/2017;15;7348.26
16/8/2017;16;7122.32
16/8/2017;17;6935.02
16/8/2017;18;6915.18
16/8/2017;19;6844.87
16/8/2017;20;6802.33
16/8/2017;21;7067.8
16/8/2017;22;7116.73
16/8/2017;23;6662.25
16/8/2017;24;6327.99
17/8/2017;1;5889
17/8/2017;2;5522.95
17/8/2017;3;5304.88
17/8/2017;4;5130.19
17/8/2017;5;5030.36
17/8/2017;6;5161.42
17/8/2017;7;5086
17/8/2017;8;5457.16
17/8/2017;9;6073.36
17/8/2017;10;6621.98
17/8/2017;11;6956.32
17/8/2017;12;7234.44
17/8/2017;13;7394.19
17/8/2017;14;7473.96
17/8/2017;15;7305.54
17/8/2017;16;7095.73
17/8/2017;17;6974.04
17/8/2017;18;6950.9
17/8/2017;19;7016.12
17/8/2017;20;7053.63
17/8/2017;21;7245.28
17/8/2017;22;7331.49
17/8/2017;23;6855.75
17/8/2017;24;6440.13
18/8/2017;1;6168.96
18/8/2017;2;5776.08
18/8/2017;3;5499.64
18/8/2017;4;5335.76
18/8/2017;5;5222.52
18/8/2017;6;5106.14
18/8/2017;7;5210.68
18/8/2017;8;5516.33
18/8/2017;9;6127.37
18/8/2017;10;6640.1
18/8/2017;11;6958.54
18/8/2017;12;7184.74
18/8/2017;13;7338.76
18/8/2017;14;7449.67
18/8/2017;15;7344.91
18/8/2017;16;7159.73
18/8/2017;17;7053.14
18/8/2017;18;7024.3
18/8/2017;19;7080.57
18/8/2017;20;7032.18
18/8/2017;21;7208.38
18/8/2017;22;7180.05
18/8/2017;23;6689.98
18/8/2017;24;6404.29
19/8/2017;1;5998.12
19/8/2017;2;5657.56
19/8/2017;3;5406.42
19/8/2017;4;5244.68
19/8/2017;5;5126.11
19/8/2017;6;5118.18
19/8/2017;7;5088.48
19/8/2017;8;5186.85
19/8/2017;9;5654.67
19/8/2017;10;6157.37
19/8/2017;11;6537.26
19/8/2017;12;6851.97
19/8/2017;13;7081.77
19/8/2017;14;7217.92
19/8/2017;15;7091.17
19/8/2017;16;6832.99
19/8/2017;17;6698.69
19/8/2017;18;6694.2
19/8/2017;19;6694.63
19/8/2017;20;6731.98
19/8/2017;21;6968.37
19/8/2017;22;7101.63
19/8/2017;23;6770.17
19/8/2017;24;6401.26
20/8/2017;1;5933.46
20/8/2017;2;5613.18
20/8/2017;3;5336.73
20/8/2017;4;5124.38
20/8/2017;5;4959.49
20/8/2017;6;4893.84
20/8/2017;7;4783.11
20/8/2017;8;4823.27
20/8/2017;9;5094.04
20/8/2017;10;5413.38
20/8/2017;11;5823.25
20/8/2017;12;6198.27
20/8/2017;13;6516.95
20/8/2017;14;6619.84
20/8/2017;15;6449.42
20/8/2017;16;6418.08
20/8/2017;17;6330.85
20/8/2017;18;6355.42
20/8/2017;19;6333.36
20/8/2017;20;6341.8
20/8/2017;21;6567.82
20/8/2017;22;6852.55
20/8/2017;23;6615.65
20/8/2017;24;6346.44
21/8/2017;1;5936.11
21/8/2017;2;5523.16
21/8/2017;3;5261.31
21/8/2017;4;5112.61
21/8/2017;5;5009.57
21/8/2017;6;5035.26
21/8/2017;7;5167.79
21/8/2017;8;5625.38
21/8/2017;9;6376.8
21/8/2017;10;6985.9
21/8/2017;11;7357.72
21/8/2017;12;7683.68
21/8/2017;13;7900.91
21/8/2017;14;8073.15
21/8/2017;15;8095.17
21/8/2017;16;7901.45
21/8/2017;17;7620.35
21/8/2017;18;7407.14
21/8/2017;19;7154.8
21/8/2017;20;7093.99
21/8/2017;21;7191
21/8/2017;22;7244.94
21/8/2017;23;6783.02
21/8/2017;24;6463.9
22/8/2017;1;6017.32
22/8/2017;2;5673.48
22/8/2017;3;5437.92
22/8/2017;4;5272.5
22/8/2017;5;5171.41
22/8/2017;6;5152.16
22/8/2017;7;5226.27
22/8/2017;8;5597.07
22/8/2017;9;6192.9
22/8/2017;10;6722.37
22/8/2017;11;7038.37
22/8/2017;12;7215.01
22/8/2017;13;7405.99
22/8/2017;14;7423.02
22/8/2017;15;7251.61
22/8/2017;16;7016.21
22/8/2017;17;6809.39
22/8/2017;18;6794.69
22/8/2017;19;6859.83
22/8/2017;20;6900.48
22/8/2017;21;7131.61
22/8/2017;22;7097.39
22/8/2017;23;6629.03
22/8/2017;24;6298.65
23/8/2017;1;5697.89
23/8/2017;2;5304.93
23/8/2017;3;5080.35
23/8/2017;4;4934.48
23/8/2017;5;4859.92
23/8/2017;6;4887.49
23/8/2017;7;4980.08
23/8/2017;8;5358.74
23/8/2017;9;6016.43
23/8/2017;10;6503.71
23/8/2017;11;6868.56
23/8/2017;12;7056.55
23/8/2017;13;7178.33
23/8/2017;14;7191.67
23/8/2017;15;7026.66
23/8/2017;16;6750.17
23/8/2017;17;6501.99
23/8/2017;18;6394.85
23/8/2017;19;6419.82
23/8/2017;20;6480.72
23/8/2017;21;6814.82
23/8/2017;22;6848.77
23/8/2017;23;6336.18
23/8/2017;24;6039.71
24/8/2017;1;5490.8
24/8/2017;2;5159.44
24/8/2017;3;4977.1
24/8/2017;4;4858.01
24/8/2017;5;4789.28
24/8/2017;6;4837.07
24/8/2017;7;4885.52
24/8/2017;8;5194.67
24/8/2017;9;5872.78
24/8/2017;10;6425.66
24/8/2017;11;6802.89
24/8/2017;12;7044.33
24/8/2017;13;7194.03
24/8/2017;14;7208.93
24/8/2017;15;7037.6
24/8/2017;16;6768.61
24/8/2017;17;6511.48
24/8/2017;18;6423.56
24/8/2017;19;6475.05
24/8/2017;20;6542.49
24/8/2017;21;6820.47
24/8/2017;22;6677.53
24/8/2017;23;6135.77
24/8/2017;24;5849.37
25/8/2017;1;5494.84
25/8/2017;2;5114
25/8/2017;3;4911.37
25/8/2017;4;4797.94
25/8/2017;5;4713.93
25/8/2017;6;4740.84
25/8/2017;7;4857.02
25/8/2017;8;5182.64
25/8/2017;9;5834.87
25/8/2017;10;6324.36
25/8/2017;11;6646.1
25/8/2017;12;6845.29
25/8/2017;13;6989.29
25/8/2017;14;7025.83
25/8/2017;15;6877.35
25/8/2017;16;6587.39
25/8/2017;17;6350.61
25/8/2017;18;6294.92
25/8/2017;19;6366.54
25/8/2017;20;6423.17
25/8/2017;21;6697.64
25/8/2017;22;6649.87
25/8/2017;23;6090.67
25/8/2017;24;5758.45
26/8/2017;1;5400.15
26/8/2017;2;5078.17
26/8/2017;3;4846.81
26/8/2017;4;4728.3
26/8/2017;5;4625.27
26/8/2017;6;4606.57
26/8/2017;7;4610.42
26/8/2017;8;4713.46
26/8/2017;9;5227.95
26/8/2017;10;5739.32
26/8/2017;11;6087.98
26/8/2017;12;6295.7
26/8/2017;13;6440.49
26/8/2017;14;6466.2
26/8/2017;15;6203.62
26/8/2017;16;5882
26/8/2017;17;5747.16
26/8/2017;18;5797.26
26/8/2017;19;5812.57
26/8/2017;20;5937.9
26/8/2017;21;6258.46
26/8/2017;22;6276.6
26/8/2017;23;5835.57
26/8/2017;24;5471.32
27/8/2017;1;5090.3
27/8/2017;2;4768.53
27/8/2017;3;4541.34
27/8/2017;4;4449.28
27/8/2017;5;4365.66
27/8/2017;6;4335.24
27/8/2017;7;4271.56
27/8/2017;8;4364.35
27/8/2017;9;4692.31
27/8/2017;10;5032.76
27/8/2017;11;5433.52
27/8/2017;12;5757.41
27/8/2017;13;5910.68
27/8/2017;14;5882.35
27/8/2017;15;5587.96
27/8/2017;16;5385.44
27/8/2017;17;5330.6
27/8/2017;18;5382.21
27/8/2017;19;5419.11
27/8/2017;20;5602.57
27/8/2017;21;6031.68
27/8/2017;22;6132.43
27/8/2017;23;5802.89
27/8/2017;24;5475.71
28/8/2017;1;5177.67
28/8/2017;2;4844.39
28/8/2017;3;4645.84
28/8/2017;4;4493.28
28/8/2017;5;4451.37
28/8/2017;6;4520.41
28/8/2017;7;4754.19
28/8/2017;8;5160.75
28/8/2017;9;5916.27
28/8/2017;10;6471.89
28/8/2017;11;6791.48
28/8/2017;12;7082.87
28/8/2017;13;7275.85
28/8/2017;14;7335.73
28/8/2017;15;7191.13
28/8/2017;16;6971.18
28/8/2017;17;6746.99
28/8/2017;18;6706.46
28/8/2017;19;6633.41
28/8/2017;20;6639.22
28/8/2017;21;6949.96
28/8/2017;22;6903.25
28/8/2017;23;6430.33
28/8/2017;24;6082.42
29/8/2017;1;5693.43
29/8/2017;2;5320.66
29/8/2017;3;5100.36
29/8/2017;4;4967.48
29/8/2017;5;4870.22
29/8/2017;6;4896.78
29/8/2017;7;5024.79
29/8/2017;8;5356.57
29/8/2017;9;5973.65
29/8/2017;10;6545.74
29/8/2017;11;6898.74
29/8/2017;12;7199.59
29/8/2017;13;7419.84
29/8/2017;14;7456.84
29/8/2017;15;7247.67
29/8/2017;16;6900.46
29/8/2017;17;6656.5
29/8/2017;18;6602.92
29/8/2017;19;6570.04
29/8/2017;20;6686.56
29/8/2017;21;6993.21
29/8/2017;22;6821.19
29/8/2017;23;6285.35
29/8/2017;24;5878.24
30/8/2017;1;5528.81
30/8/2017;2;5181.18
30/8/2017;3;4989.51
30/8/2017;4;4740.81
30/8/2017;5;4709.45
30/8/2017;6;4713.94
30/8/2017;7;4858.92
30/8/2017;8;5155
30/8/2017;9;5811
30/8/2017;10;6322.01
30/8/2017;11;6616.77
30/8/2017;12;6781.83
30/8/2017;13;7036.19
30/8/2017;14;7018.21
30/8/2017;15;6718.98
30/8/2017;16;6379.28
30/8/2017;17;6146.76
30/8/2017;18;6030.86
30/8/2017;19;5952.81
30/8/2017;20;5984.42
30/8/2017;21;6401.97
30/8/2017;22;6309.57
30/8/2017;23;5724.96
30/8/2017;24;5467.33
31/8/2017;1;5190.48
31/8/2017;2;4891.91
31/8/2017;3;4709.76
31/8/2017;4;4636.56
31/8/2017;5;4591.87
31/8/2017;6;4633.02
31/8/2017;7;4793.14
31/8/2017;8;5127.79
31/8/2017;9;5800.79
31/8/2017;10;6379.17
31/8/2017;11;6737.2
31/8/2017;12;6948.79
31/8/2017;13;7081.68
31/8/2017;14;7100.44
31/8/2017;15;6883.49
31/8/2017;16;6638.93
31/8/2017;17;6440.93
31/8/2017;18;6360.16
31/8/2017;19;6337.23
31/8/2017;20;6315.35
31/8/2017;21;6582.51
31/8/2017;22;6416.97
31/8/2017;23;5965.01
31/8/2017;24;5589.77
1/9/2017;1;5282.64
1/9/2017;2;4959.44
1/9/2017;3;4788.21
1/9/2017;4;4665.24
1/9/2017;5;4640.61
1/9/2017;6;4718.42
1/9/2017;7;4877.04
1/9/2017;8;5278.74
1/9/2017;9;5919.13
1/9/2017;10;6463.25
1/9/2017;11;6856.85
1/9/2017;12;6962.35
1/9/2017;13;7057.07
1/9/2017;14;7058.66
1/9/2017;15;6907.55
1/9/2017;16;6707.94
1/9/2017;17;6468.05
1/9/2017;18;6415.17
1/9/2017;19;6455.8
1/9/2017;20;6499.25
1/9/2017;21;6848.92
1/9/2017;22;6643.94
1/9/2017;23;6108.36
1/9/2017;24;5743.6
2/9/2017;1;5354.47
2/9/2017;2;5054.13
2/9/2017;3;4834.4
2/9/2017;4;4722.22
2/9/2017;5;4662.2
2/9/2017;6;4656.52
2/9/2017;7;4723.72
2/9/2017;8;4835.07
2/9/2017;9;5338.38
2/9/2017;10;5904.44
2/9/2017;11;6306.47
2/9/2017;12;6556.69
2/9/2017;13;6751.81
2/9/2017;14;6815.64
2/9/2017;15;6576.38
2/9/2017;16;6240.74
2/9/2017;17;6055.61
2/9/2017;18;6054.33
2/9/2017;19;5985.44
2/9/2017;20;6064.34
2/9/2017;21;6412.8
2/9/2017;22;6340.3
2/9/2017;23;5951.98
2/9/2017;24;5600.57
3/9/2017;1;5376.39
3/9/2017;2;5067.96
3/9/2017;3;4857.72
3/9/2017;4;4724.35
3/9/2017;5;4635.36
3/9/2017;6;4603.11
3/9/2017;7;4636.95
3/9/2017;8;4634.54
3/9/2017;9;4977.44
3/9/2017;10;5402.42
3/9/2017;11;5752.57
3/9/2017;12;6119.35
3/9/2017;13;6299.27
3/9/2017;14;6251.24
3/9/2017;15;5941.1
3/9/2017;16;5680.65
3/9/2017;17;5590.53
3/9/2017;18;5583.22
3/9/2017;19;5558.79
3/9/2017;20;5763.3
3/9/2017;21;6245.72
3/9/2017;22;6223.3
3/9/2017;23;5932.96
3/9/2017;24;5613.72
4/9/2017;1;5106.82
4/9/2017;2;4765.65
4/9/2017;3;4608.34
4/9/2017;4;4506.34
4/9/2017;5;4447.12
4/9/2017;6;4528.69
4/9/2017;7;4823.34
4/9/2017;8;5258.98
4/9/2017;9;5953.81
4/9/2017;10;6395.53
4/9/2017;11;6588.08
4/9/2017;12;6893.04
4/9/2017;13;7045.31
4/9/2017;14;7089
4/9/2017;15;6929.81
4/9/2017;16;6571.16
4/9/2017;17;6297.95
4/9/2017;18;6161.19
4/9/2017;19;6121.79
4/9/2017;20;6286.42
4/9/2017;21;6726.22
4/9/2017;22;6526.95
4/9/2017;23;6004.7
4/9/2017;24;5665.69
5/9/2017;1;5347.4
5/9/2017;2;5003.03
5/9/2017;3;4768.67
5/9/2017;4;4634.39
5/9/2017;5;4573.48
5/9/2017;6;4606.58
5/9/2017;7;4829.18
5/9/2017;8;5236.21
5/9/2017;9;5817.11
5/9/2017;10;6292.47
5/9/2017;11;6610.35
5/9/2017;12;6848.98
5/9/2017;13;6978.18
5/9/2017;14;6932.67
5/9/2017;15;6641.83
5/9/2017;16;6305.83
5/9/2017;17;6039.81
5/9/2017;18;6019.84
5/9/2017;19;6167.05
5/9/2017;20;6384.35
5/9/2017;21;6762.78
5/9/2017;22;6495.17
5/9/2017;23;5957.86
5/9/2017;24;5639.68
6/9/2017;1;5195.48
6/9/2017;2;4857.57
6/9/2017;3;4655.91
6/9/2017;4;4513.59
6/9/2017;5;4458.68
6/9/2017;6;4538.15
6/9/2017;7;4799.17
6/9/2017;8;5230.14
6/9/2017;9;5817.26
6/9/2017;10;6304.47
6/9/2017;11;6571.42
6/9/2017;12;6757.5
6/9/2017;13;6866.92
6/9/2017;14;6869.58
6/9/2017;15;6657.92
6/9/2017;16;6303.06
6/9/2017;17;6070.8
6/9/2017;18;5995.52
6/9/2017;19;6025.71
6/9/2017;20;6206.22
6/9/2017;21;6673.11
6/9/2017;22;6508.87
6/9/2017;23;5954.95
6/9/2017;24;5575.49
7/9/2017;1;5045.81
7/9/2017;2;4734.34
7/9/2017;3;4536.63
7/9/2017;4;4443.16
7/9/2017;5;4409.46
7/9/2017;6;4481.33
7/9/2017;7;4700.55
7/9/2017;8;5100.42
7/9/2017;9;5703.04
7/9/2017;10;6160.02
7/9/2017;11;6473.9
7/9/2017;12;6677.43
7/9/2017;13;6815.25
7/9/2017;14;6808.32
7/9/2017;15;6561.46
7/9/2017;16;6251.2
7/9/2017;17;6041.13
7/9/2017;18;6020.94
7/9/2017;19;6098.46
7/9/2017;20;6237.13
7/9/2017;21;6684.99
7/9/2017;22;6411.12
7/9/2017;23;5869.58
7/9/2017;24;5510.66
8/9/2017;1;5145.43
8/9/2017;2;4790.63
8/9/2017;3;4614.29
8/9/2017;4;4521.41
